"Datetime (date and time of sample collection)","Days since 741001","Sample Time Window, days","Flow, CFS","SS, mg/L (suspended solids)","TP, mg/L as P","SRP, mg/L, as P","NO23, mg/L as N","TKN, mg/L (Total Kjeldahl nitrogen)","Chloride, mg/L","Month",,,,
02/01/1982 07:00,2680.29167,2.38,3459.8,54.0,0.381,0.135,1.43,1.38,11.4,2,,,,
02/05/1982 19:00,2684.79167,1.00,1065.1,11.1,0.212,0.081,2.03,0.98,29.1,2,,,,
02/06/1982 19:00,2685.79167,1.00,945.1,5.5,0.180,0.088,2.09,0.91,32.2,2,,,,
02/07/1982 19:00,2686.79167,1.00,830.9,4.3,0.161,0.084,2.18,0.78,34.0,2,,,,
02/08/1982 19:00,2687.79167,1.00,742.5,2.2,0.146,0.074,2.18,0.73,36.5,2,,,,
02/09/1982 19:00,2688.79167,0.88,682.5,3.8,0.138,0.080,2.32,0.79,43.3,2,,,,
02/10/1982 13:00,2689.54167,0.88,636.7,202.0,0.639,0.082,2.53,-9.000,33.6,2,,,,
02/11/1982 13:00,2690.54167,1.00,558.4,4.5,0.136,0.084,2.43,1.16,33.2,2,,,,
02/12/1982 13:00,2691.54167,1.00,518.4,2.3,0.114,0.077,2.42,0.85,33.2,2,,,,
02/13/1982 13:00,2692.54167,1.00,479.6,2.7,0.110,0.080,2.44,0.85,34.2,2,,,,
02/14/1982 13:00,2693.54167,1.00,475.3,2.7,0.106,0.074,2.45,0.89,35.1,2,,,,
02/15/1982 13:00,2694.54167,0.63,616.4,4.6,0.109,0.076,2.46,0.79,34.7,2,,,,
02/15/1982 19:00,2694.79167,0.63,716.4,3.8,0.105,0.079,2.61,0.83,41.1,2,,,,
02/16/1982 19:00,2695.79167,1.00,1436.5,6.8,0.105,0.087,2.61,0.97,53.5,2,,,,
02/17/1982 19:00,2696.79167,1.00,3082.0,19.3,0.153,0.093,2.47,2.23,42.9,2,,,,
02/18/1982 19:00,2697.79167,0.63,4703.7,36.2,0.211,0.116,1.81,1.28,35.4,2,,,,
02/19/1982 01:00,2698.04167,0.25,4878.7,40.4,0.230,0.115,1.66,1.29,27.6,2,,,,
02/19/1982 07:00,2698.29167,0.25,5053.7,37.1,0.222,0.108,1.59,1.16,22.7,2,,,,
02/19/1982 13:00,2698.54167,0.25,5290.2,71.9,0.248,0.103,1.58,1.24,20.1,2,,,,
02/19/1982 19:00,2698.79167,0.25,5840.2,54.6,0.231,0.108,1.54,1.13,17.6,2,,,,
02/20/1982 01:00,2699.04167,0.25,6390.2,56.9,0.247,0.108,1.54,1.10,16.5,2,,,,
02/20/1982 07:00,2699.29167,0.25,6940.2,40.6,0.230,0.115,1.61,1.16,16.8,2,,,,
02/20/1982 13:00,2699.54167,0.25,7494.3,59.6,0.244,0.110,1.64,1.18,16.2,2,,,,
02/20/1982 19:00,2699.79167,0.25,8069.3,59.6,0.252,0.110,1.65,1.20,15.8,2,,,,
02/21/1982 01:00,2700.04167,0.25,8644.3,142.0,0.380,0.106,1.65,1.63,15.0,2,,,,
02/21/1982 07:00,2700.29167,0.25,9219.3,81.1,0.291,0.110,1.62,1.33,13.7,2,,,,
02/21/1982 13:00,2700.54167,0.25,9704.1,90.2,0.300,0.111,1.62,1.52,13.2,2,,,,
02/21/1982 19:00,2700.79167,0.25,9729.1,93.6,0.314,0.115,1.58,1.33,12.3,2,,,,
02/22/1982 01:00,2701.04167,0.25,9754.1,85.1,0.303,0.110,1.56,1.35,12.2,2,,,,
02/22/1982 07:00,2701.29167,0.25,9779.1,66.4,0.276,0.107,1.54,1.24,11.5,2,,,,
02/22/1982 13:00,2701.54167,0.25,9800.0,86.5,0.292,0.102,1.51,1.25,11.0,2,,,,
02/22/1982 19:00,2701.79167,0.63,9800.0,122.0,0.305,0.079,1.42,1.27,7.3,2,,,,
02/23/1982 19:00,2702.79167,1.00,9683.6,141.0,0.321,0.053,1.37,1.43,6.8,2,,,,
02/24/1982 19:00,2703.79167,1.00,8818.0,68.6,0.256,0.068,1.34,1.18,7.0,2,,,,
02/25/1982 19:00,2704.79167,1.00,6934.4,96.6,0.240,0.083,1.54,1.23,8.7,2,,,,
02/26/1982 19:00,2705.79167,1.00,5421.7,76.9,0.214,0.079,1.71,1.08,10.5,2,,,,
02/27/1982 19:00,2706.79167,1.00,4179.9,44.9,0.175,0.063,1.80,1.05,12.2,2,,,,
02/28/1982 19:00,2707.79167,0.88,3196.3,32.3,0.143,0.062,1.92,1.02,15.2,2,,,,
03/01/1982 13:00,2708.54167,1.00,2724.6,39.5,0.153,0.081,1.98,0.98,16.8,3,,,,
03/02/1982 19:00,2709.79167,1.13,3183.6,94.8,0.260,0.065,1.80,1.38,13.0,3,,,,
03/03/1982 19:00,2710.79167,1.00,2783.6,43.0,0.224,0.036,1.85,1.16,14.1,3,,,,
03/04/1982 19:00,2711.79167,0.75,3052.9,39.1,0.182,0.060,1.95,1.09,23.0,3,,,,
03/05/1982 07:00,2712.29167,0.50,4002.9,133.0,0.265,0.062,1.80,1.48,21.4,3,,,,
03/05/1982 19:00,2712.79167,0.50,5447.7,280.0,0.408,0.049,1.49,1.91,13.0,3,,,,
03/06/1982 07:00,2713.29167,0.50,7247.7,218.0,0.375,0.013,1.52,1.69,11.8,3,,,,
03/06/1982 19:00,2713.79167,0.50,6981.5,253.0,0.431,0.047,1.55,1.90,11.0,3,,,,
03/07/1982 07:00,2714.29167,0.50,5231.5,252.0,0.429,0.049,1.77,1.85,11.0,3,,,,
03/07/1982 19:00,2714.79167,0.50,4034.4,184.0,0.380,0.037,1.87,1.78,10.6,3,,,,
03/08/1982 07:00,2715.29167,0.38,3234.4,80.6,0.297,0.039,2.01,1.55,10.9,3,,,,
03/08/1982 13:00,2715.54167,0.25,2871.3,49.9,0.251,0.026,2.08,1.30,11.5,3,,,,
03/08/1982 19:00,2715.79167,0.38,2696.3,148.0,0.286,0.055,2.26,1.21,13.4,3,,,,
03/09/1982 07:00,2716.29167,0.50,2346.3,94.5,0.254,0.061,2.38,1.12,15.3,3,,,,
03/09/1982 19:00,2716.79167,0.50,2045.8,66.1,0.212,0.064,2.44,1.24,18.3,3,,,,
03/10/1982 07:00,2717.29167,0.50,1780.8,54.8,0.188,0.062,2.52,1.04,21.1,3,,,,
03/10/1982 19:00,2717.79167,0.50,1660.0,61.8,0.206,0.080,2.42,1.02,28.3,3,,,,
03/11/1982 07:00,2718.29167,0.50,3380.0,132.0,0.273,0.072,2.18,1.24,20.7,3,,,,
03/11/1982 19:00,2718.79167,0.75,10200.0,573.0,0.698,0.060,1.76,2.48,13.1,3,,,,
03/12/1982 19:00,2719.79167,0.63,13600.0,877.0,1.090,0.060,1.93,3.75,10.3,3,,,,
03/13/1982 01:00,2720.04167,0.25,13400.0,761.0,1.040,0.043,2.02,3.67,11.0,3,,,,
03/13/1982 07:00,2720.29167,0.25,14200.0,642.0,0.912,0.046,2.00,3.28,12.7,3,,,,
03/13/1982 13:00,2720.54167,0.25,15300.0,628.0,0.869,0.047,2.09,3.19,13.3,3,,,,
03/13/1982 19:00,2720.79167,0.25,16200.0,663.0,0.889,0.056,2.19,3.18,13.3,3,,,,
03/14/1982 01:00,2721.04167,0.25,16400.0,610.0,0.850,0.050,2.29,2.86,13.6,3,,,,
03/14/1982 07:00,2721.29167,0.25,15600.0,535.0,0.799,0.045,2.34,2.76,13.5,3,,,,
03/14/1982 13:00,2721.54167,0.25,14300.0,506.0,0.753,0.048,2.50,2.71,14.3,3,,,,
03/14/1982 19:00,2721.79167,0.25,13000.0,433.0,0.697,0.045,2.62,3.04,14.3,3,,,,
03/15/1982 01:00,2722.04167,0.25,11900.0,369.0,0.607,0.041,2.72,2.36,14.9,3,,,,
03/15/1982 07:00,2722.29167,0.25,11000.0,151.0,0.570,0.041,2.85,2.22,15.7,3,,,,
03/15/1982 13:00,2722.54167,0.25,9910.0,278.0,0.513,0.043,2.93,2.19,17.3,3,,,,
03/15/1982 19:00,2722.79167,0.38,8890.0,259.0,0.423,0.054,3.14,1.82,17.0,3,,,,
03/16/1982 07:00,2723.29167,0.50,7000.0,240.0,0.412,0.045,3.28,1.56,18.2,3,,,,
03/16/1982 19:00,2723.79167,0.50,9550.0,474.0,0.638,0.055,3.03,2.45,19.4,3,,,,
03/17/1982 07:00,2724.29167,0.50,11600.0,803.0,0.961,0.034,2.72,3.33,15.6,3,,,,
03/17/1982 19:00,2724.79167,0.50,10600.0,1420.0,0.880,0.044,3.00,3.02,16.8,3,,,,
03/18/1982 07:00,2725.29167,0.50,9660.0,649.0,0.859,0.028,3.12,2.99,17.6,3,,,,
03/18/1982 19:00,2725.79167,0.50,9140.0,545.0,0.797,0.042,3.21,2.82,18.4,3,,,,
03/19/1982 07:00,2726.29167,0.50,8450.0,440.0,0.723,0.033,3.23,2.52,17.8,3,,,,
03/19/1982 19:00,2726.79167,0.50,7140.0,353.0,0.650,0.019,3.32,2.49,18.0,3,,,,
03/20/1982 07:00,2727.29167,0.50,5820.0,227.0,0.461,0.048,3.53,1.93,21.1,3,,,,
03/20/1982 19:00,2727.79167,0.50,6770.0,266.0,0.431,0.035,3.21,1.73,21.6,3,,,,
03/21/1982 07:00,2728.29167,0.50,6770.0,144.0,0.343,0.050,3.34,1.89,20.9,3,,,,
03/21/1982 19:00,2728.79167,0.50,5960.0,259.0,0.402,0.035,3.30,1.85,21.4,3,,,,
03/22/1982 07:00,2729.29167,0.38,5440.0,197.0,0.398,0.036,3.36,1.64,20.4,3,,,,
03/22/1982 13:00,2729.54167,0.25,5050.0,155.0,0.366,0.041,3.50,1.58,21.2,3,,,,
03/22/1982 19:00,2729.79167,0.38,4670.0,200.0,0.340,0.043,5.47,1.39,20.1,3,,,,
03/23/1982 07:00,2730.29167,0.50,3950.0,198.0,0.352,0.036,5.50,1.71,20.0,3,,,,
03/23/1982 19:00,2730.79167,0.50,3030.0,160.0,0.305,0.031,5.43,1.53,22.2,3,,,,
03/24/1982 07:00,2731.29167,0.50,2270.0,121.0,0.252,0.046,5.52,1.16,21.6,3,,,,
03/24/1982 19:00,2731.79167,0.50,1900.0,9.7,0.225,0.020,5.44,1.21,22.7,3,,,,
03/25/1982 07:00,2732.29167,0.50,1660.0,78.4,0.207,0.028,5.51,1.15,24.2,3,,,,
03/25/1982 19:00,2732.79167,0.50,1550.0,55.2,0.189,0.017,5.45,0.95,34.2,3,,,,
03/26/1982 07:00,2733.29167,0.50,1500.0,60.7,0.168,0.033,5.45,0.88,27.2,3,,,,
03/26/1982 19:00,2733.79167,0.75,1520.0,50.8,0.154,0.039,5.36,0.87,27.2,3,,,,
03/27/1982 19:00,2734.79167,1.00,1500.0,44.4,0.145,0.043,5.35,0.87,28.8,3,,,,
03/28/1982 19:00,2735.79167,0.88,1270.0,40.0,0.147,0.035,5.31,0.89,28.5,3,,,,
03/29/1982 13:00,2736.54167,0.50,1190.0,33.6,0.141,0.042,5.38,0.86,29.3,3,,,,
03/29/1982 19:00,2736.79167,0.63,1190.0,33.9,0.123,0.049,3.44,0.67,28.3,3,,,,
03/30/1982 19:00,2737.79167,0.75,1130.0,41.3,0.129,0.050,3.48,0.77,30.7,3,,,,
03/31/1982 07:00,2738.29167,0.38,1360.0,70.7,0.169,0.049,3.59,0.92,33.0,3,,,,
03/31/1982 13:00,2738.54167,0.25,3450.0,196.0,0.323,0.067,3.41,1.42,28.7,3,,,,
03/31/1982 19:00,2738.79167,0.25,5630.0,1070.0,1.310,0.046,2.89,5.00,20.3,3,,,,
04/01/1982 01:00,2739.04167,0.25,6580.0,1060.0,1.300,0.049,2.90,4.57,16.8,4,,,,
04/01/1982 07:00,2739.29167,0.25,6170.0,1440.0,1.730,0.043,3.09,6.01,14.9,4,,,,
04/01/1982 13:00,2739.54167,0.25,5800.0,1390.0,1.730,0.051,3.33,5.80,15.2,4,,,,
04/01/1982 19:00,2739.79167,0.25,5660.0,1200.0,1.590,0.058,3.29,5.53,15.6,4,,,,
04/02/1982 01:00,2740.04167,0.25,5420.0,1290.0,1.700,0.049,3.29,5.35,14.9,4,,,,
04/02/1982 07:00,2740.29167,0.25,5050.0,1020.0,1.480,0.041,3.38,5.05,15.2,4,,,,
04/02/1982 13:00,2740.54167,0.25,4590.0,900.0,1.380,0.018,3.38,4.59,15.1,4,,,,
04/02/1982 19:00,2740.79167,0.25,4070.0,770.0,1.180,0.043,3.46,4.01,16.0,4,,,,
04/03/1982 01:00,2741.04167,0.25,3580.0,744.0,1.160,0.048,3.58,4.04,15.8,4,,,,
04/03/1982 07:00,2741.29167,0.25,3100.0,647.0,1.070,0.051,3.51,3.46,17.8,4,,,,
04/03/1982 13:00,2741.54167,0.25,2760.0,577.0,0.894,0.040,3.50,2.94,18.4,4,,,,
04/03/1982 19:00,2741.79167,0.25,2570.0,384.0,0.718,0.057,3.55,2.54,21.0,4,,,,
04/04/1982 01:00,2742.04167,0.25,2700.0,336.0,0.628,0.049,3.45,2.42,21.1,4,,,,
04/04/1982 07:00,2742.29167,0.25,2790.0,369.0,0.642,0.051,3.36,2.42,20.4,4,,,,
04/04/1982 13:00,2742.54167,0.25,2620.0,318.0,0.604,-9.000,3.35,2.29,20.0,4,,,,
04/04/1982 19:00,2742.79167,0.25,2410.0,289.0,0.554,0.048,3.33,2.10,19.9,4,,,,
04/05/1982 01:00,2743.04167,0.25,2250.0,266.0,0.528,0.049,3.30,2.06,20.0,4,,,,
04/05/1982 07:00,2743.29167,0.25,2180.0,231.0,0.492,0.038,3.29,2.09,20.3,4,,,,
04/05/1982 13:00,2743.54167,0.25,2080.0,258.0,0.490,0.049,3.26,1.84,20.9,4,,,,
04/05/1982 19:00,2743.79167,0.25,1970.0,276.0,0.412,0.031,3.29,1.69,22.6,4,,,,
04/06/1982 01:00,2744.04167,0.25,1860.0,210.0,0.383,0.027,3.21,1.52,22.9,4,,,,
04/06/1982 07:00,2744.29167,0.25,1690.0,207.0,0.393,0.028,3.16,1.42,25.3,4,,,,
04/06/1982 13:00,2744.54167,0.25,1530.0,183.0,0.351,0.037,3.20,1.45,31.4,4,,,,
04/06/1982 19:00,2744.79167,0.25,1420.0,117.0,0.323,0.038,3.16,1.40,32.4,4,,,,
04/07/1982 01:00,2745.04167,0.25,1340.0,112.0,0.302,0.036,3.22,1.33,29.0,4,,,,
04/07/1982 07:00,2745.29167,0.25,1190.0,99.7,0.285,0.031,3.20,1.19,27.9,4,,,,
04/07/1982 13:00,2745.54167,0.25,1140.0,116.0,0.251,0.047,3.19,1.07,29.4,4,,,,
04/07/1982 19:00,2745.79167,0.63,1130.0,103.0,0.226,0.049,3.17,0.86,33.4,4,,,,
04/08/1982 19:00,2746.79167,1.00,1110.0,63.9,0.181,0.036,3.09,0.75,30.1,4,,,,
04/09/1982 19:00,2747.79167,1.00,1370.0,47.9,0.137,0.024,3.04,0.64,33.0,4,,,,
04/10/1982 19:00,2748.79167,1.00,1900.0,48.6,0.141,0.036,2.98,0.83,31.9,4,,,,
04/11/1982 19:00,2749.79167,0.88,4240.0,120.0,0.244,0.035,3.26,1.13,26.2,4,,,,
04/12/1982 13:00,2750.54167,0.50,6630.0,192.0,0.325,0.041,3.60,1.47,20.2,4,,,,
04/19/1982 19:00,2757.79167,1.00,1660.0,243.0,0.358,0.069,3.57,1.51,24.7,4,,,,
04/20/1982 07:00,2758.29167,0.50,1440.0,95.6,0.248,0.054,3.50,1.13,25.9,4,,,,
04/20/1982 19:00,2758.79167,0.50,1240.0,65.6,0.184,0.056,3.44,0.75,26.5,4,,,,
04/21/1982 07:00,2759.29167,1.00,1050.0,67.1,0.175,0.058,3.41,0.87,30.1,4,,,,
05/10/1982 14:00,2778.58333,1.00,320.0,33.7,0.115,0.039,0.52,0.91,36.7,5,,,,
05/11/1982 14:00,2779.58333,1.00,314.0,41.1,0.115,0.022,0.28,0.93,34.4,5,,,,
05/12/1982 14:00,2780.58333,1.00,314.0,59.2,0.114,0.016,0.23,0.90,35.4,5,,,,
05/13/1982 14:00,2781.58333,1.00,301.0,23.1,0.078,0.016,0.23,0.81,-9.0,5,,,,
05/14/1982 14:00,2782.58333,1.00,281.0,23.7,0.063,0.003,0.27,0.83,36.0,5,,,,
05/15/1982 14:00,2783.58333,1.00,269.0,16.0,0.049,0.001,0.34,0.69,36.9,5,,,,
05/16/1982 14:00,2784.58333,0.88,258.0,14.9,0.046,0.003,0.39,0.64,37.5,5,,,,
05/17/1982 08:00,2785.33333,0.60,246.0,9.6,0.053,0.008,0.46,0.67,38.6,5,,,,
05/17/1982 19:00,2785.79167,0.73,240.0,29.6,0.062,0.010,0.48,0.61,39.0,5,,,,
05/18/1982 19:00,2786.79167,1.00,223.0,23.8,0.073,0.021,0.50,0.68,38.7,5,,,,
05/19/1982 19:00,2787.79167,1.00,223.0,21.2,0.088,0.030,0.56,0.63,38.7,5,,,,
05/20/1982 19:00,2788.79167,1.00,208.0,17.2,0.100,0.036,0.60,0.64,41.9,5,,,,
05/21/1982 19:00,2789.79167,0.75,451.0,148.0,0.231,0.043,0.84,0.95,40.0,5,,,,
05/22/1982 07:00,2790.29167,1.50,483.0,63.7,0.166,0.046,0.97,0.77,41.4,5,,,,
05/24/1982 19:00,2792.79167,1.38,1190.0,181.0,0.284,0.087,4.50,1.40,31.3,5,,,,
05/25/1982 01:00,2793.04167,0.25,1170.0,171.0,0.284,0.089,4.82,1.22,29.7,5,,,,
05/25/1982 07:00,2793.29167,0.25,1050.0,154.0,0.260,0.088,6.18,1.20,29.8,5,,,,
05/25/1982 13:00,2793.54167,0.25,883.0,185.0,0.278,0.086,6.27,1.39,27.2,5,,,,
05/25/1982 19:00,2793.79167,0.63,755.0,173.0,0.293,0.089,6.57,1.26,27.2,5,,,,
05/26/1982 19:00,2794.79167,0.63,443.0,14.3,0.293,0.090,6.99,1.37,27.2,5,,,,
05/27/1982 01:00,2795.04167,0.50,404.0,173.0,0.300,0.086,7.23,1.41,26.3,5,,,,
05/27/1982 19:00,2795.79167,0.75,483.0,1560.0,2.970,0.246,4.94,9.12,25.4,5,,,,
05/28/1982 13:00,2796.54167,0.50,9850.0,1780.0,1.710,0.061,9.55,6.05,15.9,5,,,,
05/28/1982 19:00,2796.79167,0.25,10100.0,2040.0,2.100,0.067,10.20,6.64,14.6,5,,,,
05/29/1982 01:00,2797.04167,0.25,9190.0,1540.0,1.630,0.077,12.10,5.42,16.4,5,,,,
05/29/1982 07:00,2797.29167,0.25,7460.0,1270.0,1.350,0.078,12.50,4.68,18.1,5,,,,
05/29/1982 13:00,2797.54167,0.25,6250.0,1440.0,1.540,0.075,11.80,5.02,18.7,5,,,,
05/29/1982 19:00,2797.79167,0.25,5470.0,1190.0,1.420,0.074,11.90,4.60,17.8,5,,,,
05/30/1982 01:00,2798.04167,0.25,4890.0,987.0,1.150,0.074,11.60,3.62,16.9,5,,,,
05/30/1982 07:00,2798.29167,0.25,4420.0,791.0,0.962,0.076,11.70,3.25,18.6,5,,,,
05/30/1982 13:00,2798.54167,0.25,3950.0,653.0,0.828,0.078,11.80,2.91,18.9,5,,,,
05/30/1982 19:00,2798.79167,0.25,3950.0,667.0,0.847,0.082,10.90,3.44,19.2,5,,,,
05/31/1982 01:00,2799.04167,0.25,3580.0,554.0,0.756,0.079,11.70,2.79,20.3,5,,,,
05/31/1982 07:00,2799.29167,0.25,3290.0,516.0,0.695,0.077,12.10,2.67,21.7,5,,,,
05/31/1982 13:00,2799.54167,0.75,2900.0,459.0,0.620,0.075,12.20,2.52,22.7,5,,,,
06/01/1982 19:00,2800.79167,0.75,1690.0,308.0,0.478,0.078,11.50,-9.000,29.9,6,,,,
06/02/1982 01:00,2801.04167,0.25,1580.0,295.0,0.408,0.075,11.40,1.62,26.7,6,,,,
06/02/1982 07:00,2801.29167,0.25,1470.0,270.0,0.391,0.085,11.10,1.88,27.0,6,,,,
06/02/1982 13:00,2801.54167,0.25,1310.0,238.0,0.365,0.068,11.10,1.44,27.4,6,,,,
06/02/1982 19:00,2801.79167,0.25,1160.0,224.0,0.341,0.077,11.10,1.51,31.9,6,,,,
06/03/1982 01:00,2802.04167,0.50,1020.0,200.0,0.331,0.063,10.40,1.42,30.4,6,,,,
06/03/1982 19:00,2802.79167,0.88,707.0,113.0,0.282,0.074,9.92,1.57,33.5,6,,,,
06/04/1982 19:00,2803.79167,1.00,526.0,109.0,0.253,0.080,9.52,0.99,30.6,6,,,,
06/05/1982 19:00,2804.79167,1.00,427.0,84.1,0.247,0.074,8.22,0.53,30.6,6,,,,
06/06/1982 19:00,2805.79167,0.88,368.0,80.9,0.216,0.068,7.62,0.92,34.3,6,,,,
06/07/1982 13:00,2806.54167,0.50,327.0,80.9,0.236,0.071,7.02,0.81,33.1,6,,,,
06/07/1982 19:00,2806.79167,0.63,314.0,81.7,0.179,0.071,6.78,1.01,32.1,6,,,,
06/08/1982 19:00,2807.79167,1.00,275.0,67.6,0.164,0.069,6.13,0.89,33.1,6,,,,
06/09/1982 19:00,2808.79167,0.88,252.0,51.6,0.165,0.073,5.48,0.93,39.0,6,,,,
06/10/1982 13:00,2809.54167,2.50,301.0,76.4,0.194,0.073,4.89,0.88,37.5,6,,,,
06/14/1982 19:00,2813.79167,1.00,252.0,52.8,0.135,0.045,3.10,0.84,36.3,6,,,,
06/15/1982 19:00,2814.79167,1.00,203.0,54.4,0.145,0.040,2.41,0.75,35.6,6,,,,
06/16/1982 19:00,2815.79167,1.00,320.0,108.0,0.237,0.083,3.84,1.23,46.0,6,,,,
06/17/1982 19:00,2816.79167,1.00,1580.0,160.0,0.323,0.105,13.70,1.62,41.1,6,,,,
06/18/1982 19:00,2817.79167,1.00,1560.0,131.0,0.255,0.083,11.40,1.32,32.9,6,,,,
06/19/1982 19:00,2818.79167,1.00,1040.0,149.0,0.278,0.042,15.70,1.37,30.9,6,,,,
06/20/1982 19:00,2819.79167,0.88,597.0,110.0,0.242,0.043,14.50,1.53,31.9,6,,,,
06/21/1982 13:00,2820.54167,0.50,654.0,104.0,0.228,0.070,14.00,1.53,33.3,6,,,,
06/21/1982 19:00,2820.79167,0.25,791.0,101.0,0.235,0.077,12.90,1.20,33.9,6,,,,
06/22/1982 01:00,2821.04167,0.25,779.0,158.0,0.320,0.083,11.40,1.21,37.1,6,,,,
06/22/1982 07:00,2821.29167,0.25,731.0,216.0,0.379,0.088,9.59,1.35,30.5,6,,,,
06/22/1982 13:00,2821.54167,0.25,683.0,205.0,0.380,0.086,10.10,1.42,29.2,6,,,,
06/22/1982 19:00,2821.79167,0.38,626.0,138.0,0.334,0.086,10.30,1.18,30.2,6,,,,
06/23/1982 07:00,2822.29167,0.50,535.0,117.0,0.295,0.076,10.50,0.96,29.0,6,,,,
06/23/1982 19:00,2822.79167,0.50,491.0,97.2,0.267,0.076,10.30,0.99,31.3,6,,,,
06/24/1982 07:00,2823.29167,0.50,467.0,96.8,0.267,0.083,10.40,0.97,31.0,6,,,,
06/24/1982 19:00,2823.79167,0.75,451.0,83.3,0.254,0.077,10.00,1.03,36.2,6,,,,
06/25/1982 19:00,2824.79167,1.00,340.0,67.7,0.230,0.069,9.02,1.18,30.4,6,,,,
06/26/1982 19:00,2825.79167,1.00,258.0,60.3,0.208,0.054,7.77,1.01,31.1,6,,,,
06/27/1982 19:00,2826.79167,0.88,218.0,53.1,0.197,0.046,7.03,0.81,33.3,6,,,,
06/28/1982 13:00,2827.54167,0.50,203.0,44.9,0.178,0.038,6.75,0.76,33.1,6,,,,
06/28/1982 19:00,2827.79167,0.25,208.0,45.6,0.148,0.066,6.40,0.87,37.5,6,,,,
06/29/1982 01:00,2828.04167,0.25,258.0,147.0,0.264,0.080,6.22,1.21,37.2,6,,,,
06/29/1982 07:00,2828.29167,0.25,597.0,179.0,0.310,0.093,6.09,1.14,35.7,6,,,,
06/29/1982 13:00,2828.54167,0.25,1950.0,306.0,0.459,0.089,6.38,1.60,30.9,6,,,,
06/29/1982 19:00,2828.79167,0.25,2250.0,293.0,0.411,0.093,5.88,1.37,28.5,6,,,,
06/30/1982 01:00,2829.04167,0.25,2190.0,617.0,0.666,0.073,5.41,2.21,22.1,6,,,,
06/30/1982 07:00,2829.29167,0.25,1970.0,752.0,0.783,0.058,5.39,2.56,18.3,6,,,,
06/30/1982 13:00,2829.54167,0.25,1760.0,557.0,0.640,0.068,5.64,2.26,19.3,6,,,,
06/30/1982 19:00,2829.79167,0.25,1630.0,418.0,0.525,0.070,6.01,2.06,20.9,6,,,,
07/01/1982 01:00,2830.04167,0.25,1480.0,297.0,0.406,0.080,6.31,1.56,22.8,7,,,,
07/01/1982 07:00,2830.29167,0.25,1310.0,257.0,0.412,0.049,6.33,1.60,21.4,7,,,,
07/01/1982 13:00,2830.54167,0.25,1220.0,257.0,0.439,0.078,6.55,1.23,20.4,7,,,,
07/01/1982 19:00,2830.79167,0.25,1140.0,204.0,0.364,0.081,7.29,0.78,22.5,7,,,,
07/02/1982 01:00,2831.04167,0.50,1020.0,199.0,0.336,-9.000,7.19,1.34,22.8,7,,,,
07/02/1982 19:00,2831.79167,0.50,664.0,160.0,0.318,0.081,7.80,1.17,24.3,7,,,,
07/03/1982 01:00,2832.04167,0.25,597.0,258.0,0.421,0.095,6.84,1.57,26.0,7,,,,
07/03/1982 07:00,2832.29167,0.25,695.0,205.0,0.380,0.092,7.05,1.49,24.9,7,,,,
07/03/1982 13:00,2832.54167,0.25,1560.0,164.0,0.440,0.046,6.11,2.62,24.8,7,,,,
07/03/1982 19:00,2832.79167,0.25,4520.0,786.0,0.921,0.084,4.89,3.60,16.9,7,,,,
07/04/1982 01:00,2833.04167,0.25,7290.0,293.0,0.627,0.083,4.83,2.67,19.0,7,,,,
07/04/1982 07:00,2833.29167,0.25,7930.0,429.0,0.707,0.075,6.77,2.39,14.6,7,,,,
07/04/1982 13:00,2833.54167,0.25,7340.0,566.0,0.760,0.088,7.43,2.69,14.8,7,,,,
07/04/1982 19:00,2833.79167,0.25,6330.0,212.0,0.485,0.019,7.72,2.20,16.0,7,,,,
07/05/1982 01:00,2834.04167,0.25,5360.0,94.9,0.333,0.017,8.01,2.09,16.7,7,,,,
07/05/1982 07:00,2834.29167,0.25,4840.0,229.0,0.392,0.012,6.94,1.94,19.0,7,,,,
07/05/1982 13:00,2834.54167,0.75,4470.0,127.0,0.268,0.006,6.96,0.83,19.7,7,,,,
07/06/1982 19:00,2835.79167,0.75,1940.0,148.0,0.328,0.036,7.78,2.08,17.8,7,,,,
07/07/1982 01:00,2836.04167,0.25,1610.0,121.0,0.283,0.068,8.00,1.13,20.9,7,,,,
07/07/1982 07:00,2836.29167,0.25,1320.0,118.0,0.290,0.075,7.62,1.18,17.9,7,,,,
07/07/1982 13:00,2836.54167,0.25,1110.0,128.0,0.272,0.085,7.51,1.17,18.2,7,,,,
07/07/1982 19:00,2836.79167,0.63,993.0,80.8,0.222,0.035,7.25,0.99,18.3,7,,,,
07/08/1982 19:00,2837.79167,1.00,883.0,120.0,0.258,0.082,6.50,0.72,19.8,7,,,,
07/09/1982 19:00,2838.79167,1.00,579.0,33.2,0.136,0.024,6.07,1.56,22.3,7,,,,
07/10/1982 19:00,2839.79167,1.00,459.0,86.9,0.198,0.073,5.01,0.89,21.2,7,,,,
07/11/1982 19:00,2840.79167,0.88,397.0,44.4,0.170,0.045,4.46,0.91,22.9,7,,,,
07/12/1982 13:00,2841.54167,0.50,333.0,75.0,0.196,0.062,4.13,0.90,24.1,7,,,,
07/12/1982 19:00,2841.79167,0.63,314.0,74.9,0.186,0.080,4.29,0.88,25.1,7,,,,
07/13/1982 19:00,2842.79167,1.00,252.0,58.4,0.188,0.085,4.12,0.69,34.2,7,,,,
07/14/1982 19:00,2843.79167,1.00,213.0,57.6,0.166,0.063,3.45,1.21,57.8,7,,,,
