"Datetime (date and time of sample collection)","Days since 741001","Sample Time Window, days","Flow, CFS","SS, mg/L (suspended solids)","TP, mg/L as P","SRP, mg/L, as P","NO23, mg/L as N","TKN, mg/L (Total Kjeldahl nitrogen)","Chloride, mg/L","Month",,,,
05/28/1991 20:00,6083.83333,0.33,503.0,378.0,0.595,0.053,7.75,2.81,36.1,5,,,,
05/29/1991 04:00,6084.16667,0.33,503.0,346.0,0.567,0.059,6.61,2.44,34.2,5,,,,
05/29/1991 12:00,6084.50000,0.33,503.0,466.0,0.740,0.051,6.16,3.10,33.7,5,,,,
05/29/1991 20:00,6084.83333,0.33,462.0,466.0,0.672,0.060,5.86,2.77,34.5,5,,,,
05/30/1991 04:00,6085.16667,0.33,410.0,435.0,0.631,0.062,5.87,2.70,33.7,5,,,,
05/30/1991 12:00,6085.50000,0.33,370.0,597.0,0.779,0.049,6.05,2.55,34.0,5,,,,
05/30/1991 20:00,6085.83333,0.33,351.0,579.0,0.772,0.049,6.23,4.10,32.8,5,,,,
05/31/1991 04:00,6086.16667,0.33,417.0,604.0,0.858,0.067,6.32,3.36,37.8,5,,,,
05/31/1991 12:00,6086.50000,0.33,696.0,1130.0,1.450,0.081,10.70,5.68,37.4,5,,,,
05/31/1991 20:00,6086.83333,0.33,2470.0,2300.0,2.140,0.046,10.80,8.63,26.9,5,,,,
06/01/1991 04:00,6087.16667,0.33,3550.0,1730.0,2.060,0.051,9.17,7.61,30.4,6,,,,
06/01/1991 12:00,6087.50000,0.33,2870.0,1980.0,2.160,0.034,13.40,7.84,20.6,6,,,,
06/01/1991 20:00,6087.83333,0.33,2620.0,1530.0,1.690,0.044,14.40,7.43,22.6,6,,,,
06/02/1991 04:00,6088.16667,0.33,2540.0,1270.0,1.400,0.032,15.80,6.01,23.0,6,,,,
06/02/1991 12:00,6088.50000,0.33,2200.0,988.0,1.100,0.045,17.00,4.60,25.4,6,,,,
06/02/1991 20:00,6088.83333,0.33,2220.0,984.0,1.130,0.083,13.80,5.30,26.6,6,,,,
06/03/1991 04:00,6089.16667,0.33,1860.0,735.0,0.701,0.067,14.30,2.73,26.8,6,,,,
06/03/1991 12:00,6089.50000,0.33,1530.0,-9.000,0.538,0.053,14.60,-9.000,27.4,6,,,,
06/03/1991 20:00,6089.83333,0.67,1200.0,235.0,0.417,0.066,15.20,1.30,29.2,6,,,,
06/04/1991 20:00,6090.83333,1.00,675.0,179.0,0.344,0.070,14.40,1.72,31.3,6,,,,
06/05/1991 20:00,6091.83333,1.00,447.0,126.0,0.296,0.060,12.80,1.53,32.3,6,,,,
06/06/1991 20:00,6092.83333,1.00,344.0,106.0,0.260,0.063,12.60,1.35,32.0,6,,,,
06/07/1991 20:00,6093.83333,1.00,275.0,98.3,0.243,0.055,12.10,1.27,33.7,6,,,,
06/08/1991 20:00,6094.83333,1.00,242.0,143.0,0.254,0.050,11.10,1.36,32.4,6,,,,
06/09/1991 20:00,6095.83333,0.67,220.0,163.0,0.282,0.043,10.40,1.44,32.9,6,,,,
06/10/1991 04:00,6096.16667,0.33,214.0,150.0,0.265,0.041,10.40,1.35,33.8,6,,,,
06/10/1991 12:00,6096.50000,0.67,214.0,92.8,0.159,0.034,10.10,1.13,34.6,6,,,,
06/11/1991 12:00,6097.50000,1.00,214.0,66.4,0.147,0.034,9.05,1.20,35.6,6,,,,
06/12/1991 12:00,6098.50000,1.00,214.0,72.0,0.144,0.026,7.64,1.31,35.5,6,,,,
06/13/1991 12:00,6099.50000,1.00,214.0,76.9,0.137,0.017,6.21,1.32,35.8,6,,,,
06/14/1991 12:00,6100.50000,1.00,214.0,74.5,0.136,0.000,5.30,1.29,35.9,6,,,,
06/15/1991 12:00,6101.50000,1.00,214.0,41.3,0.122,-0.003,4.36,1.45,38.5,6,,,,
06/16/1991 12:00,6102.50000,1.00,214.0,94.8,0.162,-0.002,3.63,1.23,38.5,6,,,,
06/17/1991 12:00,6103.50000,0.67,214.0,228.0,0.228,0.004,3.11,1.81,38.5,6,,,,
06/17/1991 20:00,6103.83333,0.83,214.0,213.0,0.244,-0.004,2.82,1.85,38.7,6,,,,
06/19/1991 04:00,6105.16667,1.00,214.0,171.0,0.248,-0.001,2.06,1.71,39.4,6,,,,
06/19/1991 20:00,6105.83333,0.83,214.0,89.1,0.175,-0.002,1.40,1.71,39.8,6,,,,
06/20/1991 20:00,6106.83333,1.00,214.0,53.1,0.141,0.000,1.08,1.45,39.1,6,,,,
06/21/1991 20:00,6107.83333,1.00,214.0,44.6,0.128,0.000,0.76,1.26,40.0,6,,,,
06/22/1991 20:00,6108.83333,1.00,208.0,51.1,0.126,-0.002,0.55,1.25,39.8,6,,,,
07/03/1991 20:00,6119.83333,1.00,75.0,40.9,0.108,0.012,0.18,0.87,66.0,7,,,,
07/04/1991 20:00,6120.83333,1.00,75.0,43.8,0.118,0.013,0.17,0.94,59.9,7,,,,
07/05/1991 20:00,6121.83333,1.00,90.0,35.3,0.110,0.008,0.02,0.76,63.2,7,,,,
07/06/1991 20:00,6122.83333,1.00,93.0,53.6,0.149,0.002,0.01,1.05,61.9,7,,,,
07/07/1991 20:00,6123.83333,1.00,86.0,42.1,0.130,-0.003,0.00,0.90,57.0,7,,,,
07/08/1991 20:00,6124.83333,1.00,72.0,40.8,0.114,0.009,0.07,0.99,58.3,7,,,,
07/09/1991 20:00,6125.83333,1.00,66.0,26.7,0.102,0.015,0.09,0.81,58.7,7,,,,
07/10/1991 20:00,6126.83333,1.00,57.0,29.8,0.106,0.019,0.08,0.90,63.8,7,,,,
07/11/1991 20:00,6127.83333,1.00,57.0,21.1,0.096,0.005,0.08,0.90,65.2,7,,,,
07/12/1991 20:00,6128.83333,1.00,57.0,23.5,0.105,0.007,0.08,0.91,75.6,7,,,,
07/13/1991 20:00,6129.83333,1.00,72.0,23.1,0.100,0.013,0.09,0.86,83.2,7,,,,
07/14/1991 20:00,6130.83333,0.83,66.0,23.0,0.102,0.013,0.19,0.80,84.2,7,,,,
07/15/1991 12:00,6131.50000,0.50,66.0,23.7,0.116,0.017,0.08,0.90,81.1,7,,,,
07/15/1991 20:00,6131.83333,0.67,60.0,26.0,0.116,0.012,0.11,1.13,90.3,7,,,,
07/16/1991 20:00,6132.83333,1.00,57.0,25.7,0.135,0.015,0.11,1.08,90.4,7,,,,
07/17/1991 20:00,6133.83333,1.00,54.0,28.6,0.118,0.011,0.11,1.03,88.2,7,,,,
07/18/1991 20:00,6134.83333,1.00,51.0,27.1,0.108,0.006,0.11,0.99,82.8,7,,,,
07/19/1991 20:00,6135.83333,1.00,45.0,19.2,0.098,0.009,0.11,0.87,74.1,7,,,,
07/20/1991 20:00,6136.83333,1.50,43.0,46.1,0.133,0.006,0.11,1.00,68.5,7,,,,
07/22/1991 20:00,6138.83333,1.50,48.0,18.2,0.104,0.023,0.02,0.84,59.8,7,,,,
07/23/1991 20:00,6139.83333,1.00,51.0,11.1,0.091,0.016,0.02,0.84,65.7,7,,,,
07/24/1991 20:00,6140.83333,1.00,54.0,16.2,0.094,0.014,0.00,0.81,63.5,7,,,,
07/25/1991 20:00,6141.83333,1.00,57.0,20.0,0.099,0.011,0.01,1.80,66.2,7,,,,
07/26/1991 20:00,6142.83333,1.00,54.0,11.6,0.102,0.009,0.01,0.90,66.3,7,,,,
07/27/1991 20:00,6143.83333,1.00,51.0,12.8,0.096,0.003,0.01,0.84,65.3,7,,,,
07/28/1991 20:00,6144.83333,0.83,51.0,12.5,0.108,0.010,0.01,0.87,62.6,7,,,,
07/29/1991 12:00,6145.50000,0.50,69.0,18.5,0.106,0.007,0.01,0.89,61.8,7,,,,
07/29/1991 20:00,6145.83333,0.67,69.0,25.6,0.085,0.004,0.03,0.89,60.8,7,,,,
07/30/1991 20:00,6146.83333,1.00,69.0,19.8,0.094,0.009,0.02,0.91,59.6,7,,,,
07/31/1991 20:00,6147.83333,1.00,63.0,22.6,0.103,0.008,0.03,0.92,59.2,7,,,,
08/01/1991 20:00,6148.83333,1.00,54.0,12.7,0.093,-0.001,0.02,0.84,55.9,8,,,,
08/02/1991 20:00,6149.83333,1.00,51.0,11.8,0.097,0.005,0.02,0.90,54.8,8,,,,
08/03/1991 20:00,6150.83333,1.00,51.0,12.0,0.083,0.007,0.02,0.95,53.7,8,,,,
08/04/1991 20:00,6151.83333,0.83,51.0,10.2,0.080,0.009,0.03,0.85,53.6,8,,,,
08/05/1991 12:00,6152.50000,0.83,51.0,9.5,0.070,0.008,0.01,0.81,54.7,8,,,,
08/06/1991 12:00,6153.50000,1.00,51.0,7.7,0.074,0.007,0.02,0.84,54.0,8,,,,
08/07/1991 12:00,6154.50000,1.00,51.0,8.1,0.067,0.004,0.02,0.82,53.0,8,,,,
08/08/1991 12:00,6155.50000,0.83,45.0,4.6,0.069,0.004,0.02,0.80,52.6,8,,,,
08/09/1991 04:00,6156.16667,2.17,51.0,6.3,0.069,0.004,0.03,0.68,50.5,8,,,,
08/12/1991 20:00,6159.83333,2.33,57.0,15.0,0.089,0.009,0.08,0.91,56.1,8,,,,
08/13/1991 20:00,6160.83333,1.00,57.0,15.4,0.088,0.010,0.08,0.91,56.1,8,,,,
08/14/1991 20:00,6161.83333,1.00,54.0,11.8,0.074,0.010,0.08,0.78,56.9,8,,,,
08/15/1991 20:00,6162.83333,1.00,51.0,12.1,0.067,0.008,0.08,0.79,57.5,8,,,,
08/16/1991 20:00,6163.83333,1.00,48.0,9.8,0.063,0.008,0.08,0.81,58.4,8,,,,
08/17/1991 20:00,6164.83333,1.00,54.0,12.1,0.067,0.011,0.09,0.79,56.2,8,,,,
08/18/1991 20:00,6165.83333,0.67,86.0,13.8,0.076,0.004,0.09,0.82,55.0,8,,,,
08/19/1991 04:00,6166.16667,0.33,86.0,20.7,0.084,0.004,0.08,0.74,55.8,8,,,,
08/19/1991 12:00,6166.50000,0.67,82.0,42.2,0.104,0.031,0.22,0.81,55.7,8,,,,
08/20/1991 12:00,6167.50000,1.00,208.0,71.4,0.162,0.047,0.31,0.94,57.9,8,,,,
08/21/1991 12:00,6168.50000,1.00,126.0,17.7,0.100,0.039,0.23,0.94,58.1,8,,,,
08/22/1991 12:00,6169.50000,1.00,131.0,33.1,0.098,0.022,0.23,0.83,43.5,8,,,,
08/23/1991 12:00,6170.50000,1.00,121.0,21.2,0.083,0.015,0.32,0.84,37.5,8,,,,
08/24/1991 12:00,6171.50000,1.00,100.0,23.6,0.089,0.006,0.26,1.00,44.9,8,,,,
08/25/1991 12:00,6172.50000,1.00,82.0,20.5,0.085,0.005,0.18,0.95,49.8,8,,,,
08/26/1991 12:00,6173.50000,0.67,72.0,26.8,-9.000,0.004,0.18,-9.000,53.6,8,,,,
08/26/1991 20:00,6173.83333,0.67,66.0,16.9,0.328,0.020,0.18,0.80,57.2,8,,,,
08/27/1991 20:00,6174.83333,1.00,60.0,20.6,0.333,0.019,0.11,0.82,59.3,8,,,,
08/28/1991 20:00,6175.83333,1.00,54.0,25.8,0.360,0.014,0.10,0.98,61.2,8,,,,
08/29/1991 20:00,6176.83333,1.00,51.0,19.8,0.591,0.006,0.07,0.89,63.4,8,,,,
08/30/1991 20:00,6177.83333,1.00,66.0,20.1,0.474,0.004,0.08,0.79,61.9,8,,,,
08/31/1991 20:00,6178.83333,1.00,43.0,24.2,0.437,0.002,0.11,0.79,51.6,8,,,,
09/01/1991 20:00,6179.83333,0.83,39.0,15.3,0.367,0.002,0.06,0.84,61.2,9,,,,
09/02/1991 12:00,6180.50000,0.50,37.0,11.3,0.305,0.001,0.06,0.75,64.3,9,,,,
09/02/1991 20:00,6180.83333,0.67,37.0,25.8,0.083,0.003,0.11,0.82,66.1,9,,,,
09/03/1991 20:00,6181.83333,1.00,60.0,33.9,0.103,0.003,0.19,0.90,62.6,9,,,,
09/04/1991 20:00,6182.83333,1.00,69.0,39.2,0.119,0.003,0.12,0.99,71.7,9,,,,
09/05/1991 20:00,6183.83333,1.00,86.0,26.1,0.097,0.003,0.10,0.87,78.9,9,,,,
09/06/1991 20:00,6184.83333,1.00,580.0,196.0,0.327,0.003,0.20,1.69,51.4,9,,,,
09/07/1991 20:00,6185.83333,1.00,332.0,31.8,0.150,0.003,0.14,1.07,46.3,9,,,,
09/08/1991 20:00,6186.83333,0.67,184.0,34.8,0.105,0.003,0.41,0.79,48.0,9,,,,
09/09/1991 04:00,6187.16667,1.33,150.0,27.9,0.095,0.003,0.53,0.84,45.7,9,,,,
09/11/1991 12:00,6189.50000,1.67,82.0,15.9,0.055,0.006,0.10,0.81,48.1,9,,,,
09/12/1991 12:00,6190.50000,1.00,72.0,14.8,0.067,0.011,0.00,0.75,43.5,9,,,,
09/13/1991 12:00,6191.50000,1.00,66.0,8.4,0.066,0.009,0.13,0.73,46.7,9,,,,
09/14/1991 12:00,6192.50000,1.00,60.0,13.4,0.066,0.006,0.01,0.78,48.3,9,,,,
09/15/1991 12:00,6193.50000,1.17,57.0,16.6,0.081,0.007,0.05,0.81,48.9,9,,,,
09/16/1991 20:00,6194.83333,1.17,51.0,21.4,0.084,0.009,0.17,0.83,51.5,9,,,,
09/17/1991 20:00,6195.83333,1.00,54.0,13.3,0.077,0.005,0.18,0.83,55.6,9,,,,
09/18/1991 20:00,6196.83333,1.00,54.0,19.9,0.075,0.006,0.15,0.73,59.2,9,,,,
09/19/1991 20:00,6197.83333,1.00,48.0,14.8,0.069,0.007,0.18,0.72,64.5,9,,,,
09/20/1991 20:00,6198.83333,1.00,43.0,11.0,0.065,0.005,0.20,0.70,67.1,9,,,,
09/21/1991 20:00,6199.83333,1.00,43.0,10.9,0.067,0.004,0.18,0.75,72.1,9,,,,
09/22/1991 20:00,6200.83333,0.83,41.0,9.8,0.067,0.003,0.13,0.84,69.7,9,,,,
09/23/1991 12:00,6201.50000,0.50,45.0,11.9,0.073,0.002,0.14,0.89,68.0,9,,,,
09/23/1991 20:00,6201.83333,0.50,43.0,11.0,0.047,0.001,0.16,0.85,68.8,9,,,,
09/24/1991 12:00,6202.50000,1.00,45.0,7.7,0.040,0.001,0.15,0.82,67.8,9,,,,
09/30/1991 20:00,6208.83333,1.00,26.7,12.6,0.073,0.003,0.32,0.83,78.3,9,,,,
10/01/1991 20:00,6209.83333,1.00,27.0,13.6,0.070,0.003,0.34,0.81,80.5,10,,,,
10/02/1991 20:00,6210.83333,1.00,35.0,6.2,0.060,0.002,0.35,0.75,77.2,10,,,,
10/03/1991 20:00,6211.83333,1.00,31.0,5.8,0.055,0.002,0.33,0.70,76.3,10,,,,
10/04/1991 20:00,6212.83333,1.00,45.0,13.1,0.073,0.002,0.33,0.77,69.9,10,,,,
10/05/1991 20:00,6213.83333,1.00,41.0,7.8,0.075,0.002,0.17,0.87,87.8,10,,,,
10/06/1991 20:00,6214.83333,0.83,39.0,5.4,0.061,0.002,0.02,0.78,85.3,10,,,,
10/07/1991 12:00,6215.50000,0.50,37.0,3.3,0.053,0.002,0.08,0.65,89.9,10,,,,
10/07/1991 20:00,6215.83333,0.67,35.0,5.7,0.049,0.003,0.23,0.74,106.3,10,,,,
10/08/1991 20:00,6216.83333,1.00,33.0,6.6,0.053,0.002,0.23,0.71,127.6,10,,,,
10/15/1991 20:00,6223.83333,1.00,39.0,22.5,0.079,0.001,0.16,0.83,87.9,10,,,,
10/16/1991 12:00,6224.50000,0.83,39.0,10.1,0.059,0.001,0.16,0.92,83.7,10,,,,
10/17/1991 12:00,6225.50000,1.00,39.0,9.7,0.070,0.001,0.16,0.69,79.9,10,,,,
10/18/1991 12:00,6226.50000,1.00,43.0,11.6,0.066,0.001,0.16,0.74,85.1,10,,,,
10/19/1991 12:00,6227.50000,1.00,48.0,16.7,0.072,0.001,0.16,0.80,72.9,10,,,,
10/20/1991 12:00,6228.50000,1.00,48.0,11.5,0.064,0.001,0.16,0.83,65.4,10,,,,
10/21/1991 12:00,6229.50000,0.67,45.0,9.0,0.055,0.001,0.16,0.73,63.5,10,,,,
10/21/1991 20:00,6229.83333,0.67,45.0,15.2,0.054,0.008,0.00,0.84,64.5,10,,,,
10/22/1991 20:00,6230.83333,1.00,45.0,12.8,0.058,0.007,0.00,0.90,59.8,10,,,,
10/23/1991 20:00,6231.83333,1.00,45.0,9.6,0.053,0.007,0.02,0.79,56.5,10,,,,
10/24/1991 20:00,6232.83333,1.00,48.0,19.0,0.057,0.006,0.03,0.78,55.3,10,,,,
10/25/1991 20:00,6233.83333,1.00,69.0,26.1,0.075,0.008,0.25,0.63,59.5,10,,,,
10/26/1991 20:00,6234.83333,1.00,93.0,25.1,0.074,0.007,0.39,0.79,52.9,10,,,,
10/27/1991 20:00,6235.83333,0.83,79.0,18.7,0.061,0.008,0.16,0.74,53.2,10,,,,
10/28/1991 12:00,6236.50000,0.50,82.0,17.2,0.063,0.009,0.14,0.68,50.7,10,,,,
10/28/1991 20:00,6236.83333,0.67,79.0,12.1,0.068,0.006,0.20,0.78,54.6,10,,,,
10/29/1991 20:00,6237.83333,1.00,69.0,15.1,0.077,0.009,0.10,0.73,56.1,10,,,,
10/30/1991 20:00,6238.83333,1.00,66.0,34.1,0.105,0.012,0.14,0.74,56.0,10,,,,
10/31/1991 20:00,6239.83333,1.00,63.0,14.5,0.072,0.007,0.12,0.69,57.7,10,,,,
11/01/1991 20:00,6240.83333,1.00,60.0,12.6,0.064,0.005,0.11,0.64,55.6,11,,,,
11/02/1991 20:00,6241.83333,1.00,60.0,8.1,0.055,0.006,0.15,0.57,52.7,11,,,,
11/03/1991 20:00,6242.83333,0.83,66.0,6.0,0.045,0.007,0.28,0.58,52.3,11,,,,
11/04/1991 12:00,6243.50000,0.50,63.0,6.6,0.048,0.006,0.25,0.53,51.6,11,,,,
11/04/1991 20:00,6243.83333,0.67,60.0,8.0,0.042,0.004,0.23,0.55,51.9,11,,,,
11/05/1991 20:00,6244.83333,1.00,54.0,8.3,0.044,0.003,0.20,0.59,51.6,11,,,,
11/06/1991 20:00,6245.83333,1.00,48.0,6.8,0.041,0.007,0.18,0.60,55.4,11,,,,
11/07/1991 20:00,6246.83333,1.00,48.0,4.4,0.038,0.004,0.27,0.54,59.5,11,,,,
11/08/1991 20:00,6247.83333,1.00,45.0,29.1,0.088,0.005,0.26,0.85,57.9,11,,,,
11/09/1991 20:00,6248.83333,1.00,45.0,10.3,0.045,0.004,0.30,0.55,57.8,11,,,,
11/10/1991 20:00,6249.83333,0.83,45.0,5.7,0.031,0.003,0.25,0.48,55.8,11,,,,
11/11/1991 12:00,6250.50000,0.50,45.0,5.4,0.029,0.003,0.19,0.50,57.7,11,,,,
11/11/1991 20:00,6250.83333,0.67,45.0,2.5,0.024,0.003,0.19,0.51,55.3,11,,,,
11/12/1991 20:00,6251.83333,1.00,51.0,3.0,0.021,0.004,0.30,0.49,55.8,11,,,,
11/13/1991 20:00,6252.83333,1.00,57.0,3.4,0.022,0.004,0.32,0.50,58.3,11,,,,
11/14/1991 20:00,6253.83333,1.00,57.0,3.7,0.023,0.003,0.26,0.51,60.8,11,,,,
11/15/1991 20:00,6254.83333,1.00,54.0,2.4,0.022,0.007,0.37,0.50,62.6,11,,,,
11/16/1991 20:00,6255.83333,1.00,51.0,4.1,0.024,0.005,0.39,0.50,69.6,11,,,,
11/17/1991 20:00,6256.83333,0.83,51.0,2.7,0.022,0.004,0.37,0.53,69.4,11,,,,
11/18/1991 12:00,6257.50000,0.50,54.0,4.4,0.029,0.004,0.42,0.59,68.7,11,,,,
11/18/1991 20:00,6257.83333,0.67,60.0,3.8,0.029,0.000,0.45,0.52,74.3,11,,,,
11/19/1991 20:00,6258.83333,1.00,72.0,4.7,0.035,-0.001,0.38,0.57,73.1,11,,,,
11/20/1991 20:00,6259.83333,1.00,90.0,8.1,0.051,-0.001,0.68,0.64,85.2,11,,,,
11/21/1991 20:00,6260.83333,1.00,202.0,27.2,0.084,-0.001,1.44,0.84,70.0,11,,,,
11/22/1991 20:00,6261.83333,1.00,178.0,18.4,0.071,0.000,1.43,0.75,79.1,11,,,,
11/23/1991 20:00,6262.83333,1.00,150.0,13.4,0.059,0.000,1.83,0.75,81.4,11,,,,
11/24/1991 20:00,6263.83333,0.83,111.0,5.5,0.044,-0.001,2.12,0.70,72.5,11,,,,
11/25/1991 12:00,6264.50000,0.50,97.0,3.5,0.041,-0.001,2.08,0.72,69.3,11,,,,
11/25/1991 20:00,6264.83333,0.67,90.0,2.5,0.035,0.003,2.13,0.63,71.3,11,,,,
11/26/1991 20:00,6265.83333,1.00,79.0,5.1,0.038,0.002,1.73,0.61,72.7,11,,,,
11/27/1991 20:00,6266.83333,1.00,72.0,3.6,0.038,0.002,1.49,0.65,72.0,11,,,,
11/28/1991 20:00,6267.83333,1.00,69.0,3.4,0.036,-9.000,-9.000,0.69,-9.0,11,,,,
11/29/1991 20:00,6268.83333,1.00,66.0,4.2,0.033,0.001,1.50,0.49,79.8,11,,,,
11/30/1991 20:00,6269.83333,1.00,60.0,5.3,0.026,0.001,1.41,0.53,75.2,11,,,,
12/01/1991 20:00,6270.83333,0.83,60.0,4.0,0.024,0.001,1.41,0.02,78.7,12,,,,
12/02/1991 12:00,6271.50000,0.50,57.0,3.9,0.021,0.001,1.39,0.48,83.8,12,,,,
12/02/1991 20:00,6271.83333,0.67,63.0,6.4,0.027,0.002,1.24,0.60,78.9,12,,,,
12/03/1991 20:00,6272.83333,1.00,108.0,6.4,0.037,0.002,2.32,0.58,74.7,12,,,,
12/04/1991 20:00,6273.83333,1.00,190.0,9.8,0.055,0.007,5.08,0.81,85.1,12,,,,
12/05/1991 20:00,6274.83333,1.00,160.0,8.4,0.039,0.002,3.27,0.69,75.5,12,,,,
12/06/1991 20:00,6275.83333,1.00,145.0,6.4,0.036,0.002,3.37,0.74,69.0,12,,,,
12/07/1991 20:00,6276.83333,1.00,145.0,5.4,0.031,0.001,3.15,0.67,71.4,12,,,,
12/08/1991 20:00,6277.83333,0.83,121.0,4.4,0.028,0.001,2.58,0.84,67.3,12,,,,
12/09/1991 12:00,6278.50000,0.50,111.0,4.3,0.026,0.000,2.38,0.61,67.2,12,,,,
12/09/1991 20:00,6278.83333,0.67,104.0,4.2,0.020,0.001,2.40,0.42,68.3,12,,,,
12/10/1991 20:00,6279.83333,1.00,90.0,4.4,0.020,-0.010,2.25,0.49,69.8,12,,,,
12/11/1991 20:00,6280.83333,1.00,79.0,4.7,0.020,0.001,2.07,0.48,70.8,12,,,,
12/12/1991 20:00,6281.83333,1.00,82.0,5.3,0.025,0.001,1.99,0.54,72.5,12,,,,
12/13/1991 20:00,6282.83333,1.00,82.0,4.7,0.024,0.000,1.98,0.50,71.7,12,,,,
12/14/1991 20:00,6283.83333,1.00,72.0,4.0,0.020,0.002,2.04,0.45,75.0,12,,,,
12/15/1991 20:00,6284.83333,0.83,75.0,2.0,0.019,0.001,2.34,0.41,71.2,12,,,,
12/16/1991 12:00,6285.50000,0.50,121.0,5.1,0.017,0.000,2.16,0.46,74.7,12,,,,
12/16/1991 20:00,6285.83333,0.67,84.0,3.4,0.010,0.002,2.67,0.45,76.3,12,,,,
12/17/1991 20:00,6286.83333,1.00,68.7,3.5,0.008,0.002,2.36,0.41,73.5,12,,,,
12/18/1991 20:00,6287.83333,1.00,55.3,3.2,0.010,0.002,2.37,0.39,75.6,12,,,,
12/19/1991 20:00,6288.83333,1.50,49.0,6.6,0.012,0.001,2.37,0.35,79.5,12,,,,
12/21/1991 20:00,6290.83333,1.50,61.0,2.7,0.010,0.003,2.05,0.32,73.3,12,,,,
12/22/1991 20:00,6291.83333,1.00,57.3,3.6,0.006,0.002,2.13,0.26,73.7,12,,,,
12/23/1991 20:00,6292.83333,1.00,60.0,4.7,0.009,0.001,2.19,0.38,77.7,12,,,,
12/24/1991 20:00,6293.83333,1.00,63.7,2.3,0.008,0.001,2.24,0.41,77.1,12,,,,
12/25/1991 20:00,6294.83333,1.00,63.3,3.4,0.006,0.001,2.05,0.35,71.9,12,,,,
12/26/1991 20:00,6295.83333,1.00,65.3,2.4,0.006,0.001,2.08,0.37,71.7,12,,,,
12/27/1991 20:00,6296.83333,1.00,68.0,8.6,0.007,0.001,2.19,0.41,83.3,12,,,,
12/28/1991 20:00,6297.83333,1.00,68.7,1.7,0.006,0.000,2.16,0.31,91.0,12,,,,
12/29/1991 20:00,6298.83333,1.50,70.3,2.3,0.009,0.001,2.12,0.36,83.4,12,,,,
12/31/1991 20:00,6300.83333,1.50,70.0,1.5,0.008,0.001,1.94,0.38,81.2,12,,,,
01/01/1992 20:00,6301.83333,1.50,68.0,2.0,0.010,0.001,1.80,0.28,82.1,1,,,,
01/03/1992 20:00,6303.83333,1.50,73.0,3.3,0.016,0.001,1.80,0.30,78.1,1,,,,
01/04/1992 20:00,6304.83333,1.00,79.3,2.1,0.017,0.002,2.27,0.42,80.5,1,,,,
01/05/1992 20:00,6305.83333,1.00,91.7,2.5,0.016,0.004,2.00,0.36,76.4,1,,,,
01/06/1992 20:00,6306.83333,1.00,97.0,2.8,0.022,0.004,2.49,0.46,84.7,1,,,,
01/07/1992 20:00,6307.83333,1.00,93.0,1.7,0.022,0.007,2.40,0.43,77.7,1,,,,
01/08/1992 20:00,6308.83333,1.00,90.0,1.3,0.024,0.005,2.46,0.54,76.2,1,,,,
01/09/1992 20:00,6309.83333,1.00,90.0,2.2,0.027,0.005,2.49,0.44,73.1,1,,,,
01/10/1992 20:00,6310.83333,1.00,86.0,1.2,0.029,0.008,2.60,0.38,69.7,1,,,,
01/11/1992 20:00,6311.83333,1.00,82.0,2.4,0.032,0.010,2.61,0.35,67.6,1,,,,
01/12/1992 20:00,6312.83333,0.83,79.0,7.0,0.042,0.011,2.49,0.45,66.7,1,,,,
01/13/1992 12:00,6313.50000,0.50,75.0,2.6,0.033,0.009,2.44,0.39,66.3,1,,,,
01/13/1992 20:00,6313.83333,0.67,75.0,1.8,0.028,0.012,2.40,0.41,67.4,1,,,,
01/14/1992 20:00,6314.83333,1.00,351.0,14.7,0.073,0.027,3.91,0.49,71.4,1,,,,
01/15/1992 20:00,6315.83333,1.00,1261.0,101.0,0.246,0.035,7.94,1.24,59.3,1,,,,
01/16/1992 20:00,6316.83333,0.83,2266.6,41.2,0.139,0.031,5.40,0.87,59.7,1,,,,
01/17/1992 12:00,6317.50000,0.50,2200.0,48.9,0.174,0.037,8.32,1.10,50.7,1,,,,
01/17/1992 20:00,6317.83333,0.33,1866.0,51.0,0.201,0.051,9.80,1.39,50.5,1,,,,
01/18/1992 04:00,6318.16667,0.50,1534.0,101.0,0.276,-9.000,-9.000,1.59,-9.0,1,,,,
01/18/1992 20:00,6318.83333,0.83,979.6,19.1,0.135,0.046,10.00,1.00,52.7,1,,,,
01/19/1992 20:00,6319.83333,0.83,453.2,16.5,0.106,0.034,8.86,0.98,59.0,1,,,,
01/20/1992 12:00,6320.50000,0.50,280.0,21.8,0.129,0.031,9.10,1.04,63.3,1,,,,
01/20/1992 20:00,6320.83333,0.67,260.0,20.5,0.104,0.025,9.62,1.00,64.0,1,,,,
01/21/1992 20:00,6321.83333,1.00,213.3,23.2,0.113,0.027,9.76,1.04,56.9,1,,,,
01/22/1992 20:00,6322.83333,1.00,306.9,23.2,0.111,0.030,9.68,1.00,55.7,1,,,,
01/23/1992 20:00,6323.83333,1.00,780.5,25.4,0.142,0.043,9.85,0.85,62.5,1,,,,
01/24/1992 20:00,6324.83333,1.00,1834.4,51.9,0.187,0.042,11.40,1.03,68.5,1,,,,
01/25/1992 20:00,6325.83333,1.00,3200.6,25.0,0.144,0.047,11.50,0.94,54.1,1,,,,
01/26/1992 20:00,6326.83333,0.83,3198.8,31.3,0.163,0.041,9.77,1.08,51.3,1,,,,
01/27/1992 12:00,6327.50000,0.50,2000.0,24.7,0.180,0.055,9.39,1.36,59.4,1,,,,
